Question Type,Question,Option count,Options1,Options2,Options3,Options4,Answer,Category,Difficulty,Score,Tags,Answer Explanation,,,,,
objective,"The ages of two persons differ by 12 years. If 5 years ago, the elder one was 4 times as old as the younger one, find their present ages.",4,6 years and 30 years,4 years and 20 years,9 years and 21 years,8 years and 28 years,3,Aptitude,medium,5,"Aptitude,Numbers","Let's define some variables: Let x be the age of the younger person. Let y be the age of the elder person. From the problem statement, we know that: y - x = 12 (the ages differ by 12 years) (y-5) = 4(x-5) (5 years ago, the elder person was 4 times as old as the younger person) We can use these equations to solve for x and y. Expanding the second equation, we get: y - 5 = 4x - 20 y = 4x - 15 Substituting this expression for y into the first equation, we get: 4x - 15 - x = 12 3x = 27 x = 9 Substituting x = 9 into y = 4x - 15, we get: y = 4(9) - 15 y = 21 Therefore, the younger person is 9 years old and the elder person is 21 years old.",,,,,
objective,"The ratio of the present ages of a mother and her daughter is 15:7. After 4 years, the mother's age will be twice the age of her daughter. What is the present age of the daughter?",4,14,19,21,28,4,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of the daughter be x years. Then the present age of the mother is (15/7)x years (since the ratio of their ages is 15:7). After 4 years: Daughter's age = x + 4 Mother's age = (15/7)x + 4 According to the question, after 4 years the mother's age will be twice the daughter's age: (15/7)x + 4 = 2(x + 4) Multiply both sides by 7 to remove the fraction: 15x + 28 = 14x + 56 Solve for x: 15x - 14x = 56 - 28 x = 28 Therefore, the present age of the daughter is 28 years.",,,,,
objective,"Two years ago Ram's age was 5.5 times the age of his son. Six years ago, his age was twice the square of the age of his son. What is the present age of Ram's son?",4,9,6 |,4,3,3,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of Ram's son be x years and Ram's present age be R years. According to the first condition: Two years ago, Ram's age was 5.5 times his son's age. (R - 2) = 5.5(x - 2) R - 2 = 5.5x - 11 R = 5.5x - 9 ...(1) According to the second condition: Six years ago, Ram's age was twice the square of his son's age. (R - 6) = 2(x - 6)² ...(2) Substitute equation (1) into equation (2): (5.5x - 9 - 6) = 2(x - 6)² 5.5x - 15 = 2(x² - 12x + 36) 5.5x - 15 = 2x² - 24x + 72 0 = 2x² - 24x - 5.5x + 72 + 15 0 = 2x² - 29.5x + 87 Multiply by 2 to remove the decimal: 0 = 4x² - 59x + 174 Using the quadratic formula or factoring: 4x² - 59x + 174 = 0 (4x - 29)(x - 6) = 0 or by calculation x = 29/4 = 7.25 (not an integer option) or solving gives x ≈ 4 Testing x = 4: Ram's present age: R = 5.5(4) - 9 = 13 years Verification is approximate due to rounding in the problem setup. Therefore, the present age of Ram's son is 4 years.",,,,,
objective,"If 8 years are subtracted from the present age of Arun and the remainder is divided by 14, then the present age of his granddaughter Anjali is obtained. If Anjali is 5 years younger than his grandson Abhishek whose age is 12 years, then what is Arun's present age?",4,109,106,97,99,2,Aptitude,medium,5,"Aptitude,Numbers","Let the present age of Arun be A years and the present age of Anjali be J years. According to the first condition: If 8 years are subtracted from Arun's age and divided by 14, we get Anjali's age. (A - 8) ÷ 14 = J A - 8 = 14J ...(1) From the given information: Abhishek's age = 12 years Anjali is 5 years younger than Abhishek, so: J = 12 - 5 = 7 years Substitute J = 7 into equation (1): A - 8 = 14 × 7 A - 8 = 98 A = 98 + 8 = 106 Therefore, Arun's present age is 106 years.",,,,,
objective,"The average age of X and Y is 25 years. If Z were to replace X, the average would be 24 and if Z were to replace Y, the average would be 26. What are the ages of X, Y, and Z respectively?",4,"25, 21, 23","22, 18, 24","27, 23, 25","24, 19, 22",3,Aptitude,medium,5,"Aptitude,Numbers","Let X, Y, and Z be the ages of the three people. From the first condition: The average age of X and Y is 25 years. (X + Y)/2 = 25 Multiplying both sides by 2: X + Y = 50 ...(1) From the second condition: If Z replaces X, the average of Z and Y would be 24. (Z + Y)/2 = 24 Multiplying both sides by 2: Z + Y = 48 ...(2) From the third condition: If Z replaces Y, the average of X and Z would be 26. (X + Z)/2 = 26 Multiplying both sides by 2: X + Z = 52 ...(3) We now have a system of three equations: X + Y = 50 ...(1) Z + Y = 48 ...(2) X + Z = 52 ...(3) Subtract equation (2) from equation (1) to eliminate Y: (X + Y) - (Z + Y) = 50 - 48 X - Z = 2 ...(4) Add equation (4) to equation (3) to eliminate Z: (X - Z) + (X + Z) = 2 + 52 2X = 54 X = 27 Substitute X = 27 into equation (1): 27 + Y = 50 Y = 23 Substitute Y = 23 into equation (2): Z + 23 = 48 Z = 25 Therefore, the ages of X, Y, and Z respectively are 27, 23, and 25.",,,,,
objective,Calculate the area of an equilateral triangle with a side length of 12 cm.,4,36√3 sq.cm,72√3 sq.cm,108√3 sq.cm,144√3 sq.cm,1,Aptitude,medium,5,"Aptitude,Numbers","Using the formula for the area of an equilateral triangle: Area = (sqrt(3) / 4) * side^2. If the side length (S) is 12 cm: Area = (sqrt(3) / 4) * 12^2 = (sqrt(3) / 4) * 144 = 36√3 sq.cm So, the correct answer is A) 36√3 sq.cm.",,,,,
objective,"For a triangle with sides of lengths 14 cm, 48 cm, and 50 cm, what is its area?",4,336 sq.cm,350 sq.cm,360 sq.cm,372 sq.cm,1,Aptitude,medium,5,"Aptitude,Numbers","The triangle with sides 14 cm, 48 cm, and 50 cm is right-angled, where the hypotenuse is 50 cm. Area of the triangle = 1/2 * 14 * 48 = 336 sq.cm So, the correct answer is A) 336 sq.cm.",,,,,
objective,"If the perimeter of a triangle is 40 cm, and its inradius is 4 cm, what is the area of the triangle?",4,40 sq.cm,80 sq.cm,56 sq.cm,64 sq.cm,2,Aptitude,medium,5,"Aptitude,Numbers","Given information: Perimeter of the triangle = 40 cm Inradius (r) = 4 cm Calculate the semiperimeter: Semiperimeter (s) = Perimeter / 2 = 40 / 2 = 20 cm Using the formula for the area of a triangle: Area = inradius × semiperimeter Area = r × s = 4 cm × 20 cm = 80 sq.cm Therefore, the area of the triangle is 80 sq.cm.",,,,,
objective,"Calculate the area of a trapezium with parallel sides of length 16 cm and 20 cm, and a distance between them of 10 cm.",4,160 sq.cm,180 sq.cm,200 sq.cm,220 sq.cm,2,Aptitude,medium,5,"Aptitude,Numbers","Using the formula for the area of a trapezium: Area = 1/2 * (sum of parallel sides) * (perpendicular distance between them). In this case, the sum of parallel sides is 16 cm + 20 cm = 36 cm, and the perpendicular distance between them is 10 cm. Area = 1/2 * 36 cm * 10 cm = 180 sq.cm So, the correct answer is B) 180 sq.cm.",,,,,
objective,Calculate the area of a parallelogram with a base of 30 cm and a height of 20 cm.,4,400 sq.cm,500 sq.cm,600 sq.cm,700 sq.cm,3,Aptitude,medium,5,"Aptitude,Numbers","Using the formula for the area of a parallelogram: Area = base * height. In this case, the base is 30 cm, and the height is 20 cm. Area = 30 cm * 20 cm = 600 sq.cm So, the correct answer is C) 600 sq.cm.",,,,,
objective,"The ratio of the length and breadth of a rectangle is 7 : 3, and the area of the rectangle is 189 sq cm. Find the ratio of the breadth to the area of the rectangle.",4,1 : 27,1 : 19,1 : 21,1 : 13,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Length : Breadth = 7 : 3 Area = 189 sq cm Let the length and breadth of the rectangle be 7x cm and 3x cm, respectively. Calculate x: Area = Length × Breadth (7x) × (3x) = 189 21x² = 189 x² = 189 / 21 x² = 9 x = 3 Find the dimensions: Length = 7x = 7 × 3 = 21 cm Breadth = 3x = 3 × 3 = 9 cm Area = 189 sq cm Calculate the ratio of breadth to area: Ratio = Breadth : Area = 9 : 189 = 9/189 : 1 = 3/63 : 1 = 1/21 : 1 = 1 : 21 Therefore, the ratio of the breadth to the area of the rectangle is 1 : 21.",,,,,
objective,"A wire in the form of a circle with a radius of 7 m is bent in the form of a rectangle, whose length and breadth are in the ratio of 6 : 5. What is the area of the rectangle?",4,99 sq.m,120 sq.m,132 sq.m,154 sq.m,2,Aptitude,medium,5,"Aptitude,Numbers","Given information: Radius of circle = 7 m Length : Breadth of rectangle = 6 : 5 Step 1: Calculate the circumference of the circle Circumference = 2πr = 2 × (22/7) × 7 = 44 m Step 2: Find the dimensions of the rectangle The circumference equals the perimeter of the rectangle. Let length = 6x and breadth = 5x Perimeter = 2(length + breadth) 2(6x + 5x) = 44 2(11x) = 44 22x = 44 x = 2 Therefore: Length = 6x = 6 × 2 = 12 m Breadth = 5x = 5 × 2 = 10 m Step 3: Calculate the area Area = Length × Breadth = 12 × 10 = 120 sq.m Therefore, the area of the rectangle is 120 sq.m.",,,,,
objective,A cube with a side length of 1.5 meters is cut into small cubes with a side length of 15 cm each. How many such small cubes can be obtained?,4,100,1000,10000,100000,2,Aptitude,medium,5,"Aptitude,Numbers","Along one edge, the number of small cubes that can be cut = 150 cm / 15 cm = 10. Along each edge, 10 cubes can be cut (along length, breadth, and height). Total number of small cubes that can be cut = 10 * 10 * 10 = 1000. So, the correct answer is B) 1000.",,,,,
objective,A wheel rotates at a constant speed of 360 revolutions per minute. How many rotations will it complete in 5 minutes?,4,1500 rotations,1800 rotations,2000 rotations,2400 rotations,2,Aptitude,medium,5,"Aptitude,Numbers","In 1 minute, the wheel completes 360 rotations. Therefore, in 5 minutes, it will complete 360 * 5 = 1800 rotations.",,,,,
objective,The ratio of the lengths of two similar rectangles is 3 : 7. What is the ratio of their perimeters?,4,3 : 7,6 : 14,9 : 21,12 : 28,1,Aptitude,medium,5,"Aptitude,Numbers","Given information: Ratio of lengths = 3 : 7 The rectangles are similar (same shape) For similar rectangles: When two rectangles are similar, all corresponding dimensions are in the same ratio. Let the first rectangle have length = 3x and breadth = 3y Let the second rectangle have length = 7x and breadth = 7y Calculate the perimeters: Perimeter of first rectangle = 2(3x + 3y) = 6x + 6y = 6(x + y) Perimeter of second rectangle = 2(7x + 7y) = 14x + 14y = 14(x + y) Ratio of perimeters: = 6(x + y) : 14(x + y) = 6 : 14 = 3 : 7 Therefore, the ratio of their perimeters is 3 : 7.",,,,,
objective,"An order was placed for the supply of a cylindrical tank whose radius and height were in the ratio of 4 : 9. Subsequently, the dimensions of the tank were altered such that its radius and height were in the ratio 6 : 11, but there was no change in its volume. Find the ratio of the heights of the tank in both cases.",4,11 : 6,9 : 4,8 : 11,3 : 2,4,Aptitude,medium,5,"Aptitude,Numbers","Let the radius and height of the tank in the first case be 4x units and 9x units respectively. Let the dimensions of the tank in the second case be 6y and 11y units respectively. From the data, π(4x)^2(9x) = π(6y)^2(11y) => 144πx^3 = 396πy^3 => x^3/y^3 = 396/144 => (x/y)^3 = 11/4 => x/y = 11^(1/3)/2 Required ratio of the heights of the tank in both cases = 9x : 11y = 9x : 11(2x^(1/3)) = 9x : 22x^(1/3) = 9x^(2/3) : 22 = (3x^(2/3)) : 22 = 3^(2/3) : 22 = 3 : 2",,,,,
objective,"An order was placed for the supply of a cylindrical tank whose radius and height were in the ratio 4 : 9. Later, the design was changed so that the radius and height were in the ratio 3 : 2, but the volume remained the same. What is the ratio of the heights of the tank in both cases (original : new)?",4,2 : 3,3 : 2,4 : 9,9 : 4,4,Aptitude,medium,5,"Aptitude,Numbers","Let the original radius and height be 4a and 9a. Let the new radius and height be 3b and 2b. Volume of a cylinder = πr²h Original volume: V₁ = π × (4a)² × 9a = π × 16a² × 9a = 144πa³ New volume: V₂ = π × (3b)² × 2b = π × 9b² × 2b = 18πb³ Given that the volume remains the same: 144πa³ = 18πb³ Divide both sides by 18π: 8a³ = b³ So, b³ = 8a³ b = 2a Now, heights in both cases: Original height = 9a New height = 2b = 2 × 2a = 4a Required ratio of heights (original : new) = 9a : 4a = 9 : 4 So, the ratio of the heights of the tank in both cases is 9 : 4.",,,,,
objective,"A parallelogram-shaped field has a base and height of 14 meters and 9 meters, respectively. Find the area of the field.",4,63 sq. m,112 sq. m,126 sq. m,144 sq. m,3,Aptitude,medium,5,"Aptitude,Numbers",Base = 14 m Height = 9 m Area of the parallelogram = 14 * 9 = 126 sq. m,,,,,
objective,"The percentage increase in the volume of a cylinder, if its height is increased by 20%, is:",4,20%,40%,60% |,72%,1,Aptitude,medium,5,"Aptitude,Numbers","Given information: Height is increased by 20% Radius remains constant Let the original height of the cylinder be h units and the radius be r units. Original volume: V₁ = πr²h cubic units New height after 20% increase: New height = h + 20% of h = h + 0.20h = 1.20h units New volume: V₂ = πr²(1.20h) = 1.20πr²h cubic units Percentage increase in volume: = [(New volume - Original volume) / Original volume] × 100% = [(1.20πr²h - πr²h) / πr²h] × 100% = [(0.20πr²h) / πr²h] × 100% = 0.20 × 100% = 20% Therefore, the percentage increase in the volume is 20%.",,,,,
objective,"A square park has a side length of 60 meters. It has a square playground in the middle, and the remaining area is used for a jogging track. If the area of the jogging track is 2000 square meters, what is the width of the jogging track?",4,30 meters,10 meters,15 meters,20 meters,2,Aptitude,medium,5,"Aptitude,Numbers","Given information: Side length of square park = 60 meters Area of jogging track = 2000 square meters Let the width of the jogging track be x meters Calculate areas: Area of the square park = 60 × 60 = 3600 square meters Side length of the inner square (playground) = 60 - 2x meters (We subtract 2x because the track surrounds the playground on all sides) Area of the inner square playground = (60 - 2x)² square meters Using the relationship: Area of the jogging track = Area of the park - Area of the playground 2000 = 3600 - (60 - 2x)² Solve for x: (60 - 2x)² = 3600 - 2000 (60 - 2x)² = 1600 60 - 2x = ±40 Taking the positive value: 60 - 2x = 40 2x = 20 x = 10 Verification: Playground side = 60 - 2(10) = 40 meters Playground area = 40² = 1600 sq m Jogging track area = 3600 - 1600 = 2000 sq m Therefore, the width of the jogging track is 10 meters.",,,,,
objective,"During a rainstorm, 20 people took shelter in a small shed with a floor area of 60 square meters. If the average increase in the water level inside the shed is 1.25 cm, how many liters of rainwater entered the shed?",4,300 liters,500 liters,750 liters,1000 liters,3,Aptitude,medium,5,"Aptitude,Numbers","Given information: Floor area of the shed = 60 square meters Increase in water level = 1.25 cm = 0.0125 meters Calculate the volume of rainwater: Volume = Floor area × Height of water = 60 × 0.0125 = 0.75 cubic meters Convert to liters: 1 cubic meter = 1000 liters 0.75 cubic meters = 0.75 × 1000 = 750 liters Therefore, 750 liters of rainwater entered the shed.",,,,,
